chr7	15255515	15255576	2xHAR.173	5.34
chr10	24783377	24783394	2xHAR.174	5.34
chr10	24250053	24250096	2xHAR.175	5.339
chr4	146403154	146403170	2xHAR.176	5.33
chr1	38687906	38688256	2xHAR.177	5.316
chr12	94929053	94929082	2xHAR.178	5.315
chr12	17290490	17290556	2xHAR.179	5.314
chr14	105019042	105019084	2xHAR.180	5.309
chr7	27151372	27151587	2xHAR.181	5.308
chr6	145978928	145978944	2xHAR.182	5.302
chr2	11531931	11531952	2xHAR.183	5.302
chr11	91820828	91820865	2xHAR.184	5.301
chr9	9064505	9064559	2xHAR.185	5.297
chr22	47241311	47241372	2xHAR.186	5.296
chr4	58502112	58502145	2xHAR.187	5.288
chr6	94798753	94798792	2xHAR.188	5.286
chr14	28557115	28557131	2xHAR.189	5.286
chr13	102373270	102373316	2xHAR.190	5.274
chr16	61499613	61499805	2xHAR.191	5.269
chr5	155006174	155006344	2xHAR.192	5.252
chr3	178387030	178387051	2xHAR.193	5.247
chr16	77993488	77993523	2xHAR.194	5.246
chr17	72946056	72946084	2xHAR.195	5.232
chr9	37712082	37712100	2xHAR.196	5.231
chr2	215484554	215484637	2xHAR.197	5.228
chr6	91845204	91845437	2xHAR.198	5.225
chr12	61161437	61161497	2xHAR.199	5.218
chr17	64395031	64395051	2xHAR.200	5.216
chr4	35519538	35519613	2xHAR.201	5.212
chr6	57398129	57398247	2xHAR.202	5.211
chr16	67448124	67448147	2xHAR.203	5.208
chr16	8341428	8341453	2xHAR.204	5.205
chr12	103684042	103684296	2xHAR.205	5.203
chr10	116466652	116466669	2xHAR.206	5.203
chr18	54485706	54485722	2xHAR.207	5.201
chr18	42179187	42179204	2xHAR.209	5.196
chr11	46942192	46942212	2xHAR.210	5.185
chr14	47158167	47158250	2xHAR.211	5.179
chr1	81623752	81623890	2xHAR.212	5.179
chrX	136511991	136512073	2xHAR.213	5.176
chr17	2203104	2203332	2xHAR.214	5.174
chr10	7362173	7362240	2xHAR.215	5.173
chr16	13577190	13577206	2xHAR.216	5.165
chr2	81088698	81088714	2xHAR.217	5.159
chr6	77921898	77921919	2xHAR.218	5.152
chr9	123465457	123465473	2xHAR.219	5.142
chr3	60925761	60925947	2xHAR.220	5.142
chr8	103573034	103573075	2xHAR.221	5.138
chr21	39235847	39235886	2xHAR.222	5.136
chr14	34130320	34131118	2xHAR.223	5.136
chr8	100792475	100792521	2xHAR.224	5.13
chr20	39488233	39488273	2xHAR.225	5.13
chr11	34764345	34764364	2xHAR.226	5.13
chr4	80905990	80906022	2xHAR.227	5.124
chr10	122945768	122945893	2xHAR.228	5.124
chr5	162634800	162634818	2xHAR.229	5.116
chr11	114099821	114100186	2xHAR.230	5.116
chr7	19034943	19035051	2xHAR.231	5.104
chr13	103796003	103796030	2xHAR.232	5.103
chr20	4237583	4237600	2xHAR.233	5.095
chr1	19688135	19688406	2xHAR.234	5.082
chr11	22513369	22513392	2xHAR.235	5.079
chr1	53992519	53992568	2xHAR.236	5.079
chr7	15762167	15762205	2xHAR.237	5.075
chr2	121832934	121833013	2xHAR.238	5.073
chr2	164166942	164167001	2xHAR.239	5.069
chr2	145234975	145235151	2xHAR.240	5.068
chr3	6907090	6907107	2xHAR.241	5.067
chr9	7775372	7775392	2xHAR.242	5.065
chr15	38031004	38031023	2xHAR.243	5.064
chr12	83656519	83656537	2xHAR.244	5.064
chr22	27210674	27210752	2xHAR.245	5.063
chr2	217047820	217047838	2xHAR.246	5.063
chr8	33662392	33662411	2xHAR.247	5.058
chr2	117524368	117524391	2xHAR.248	5.058
chr12	73672720	73672741	2xHAR.249	5.058
chr3	183289847	183289870	2xHAR.250	5.055
chr1	58464626	58464640	2xHAR.251	5.055
chr4	91589413	91589481	2xHAR.252	5.052
chr9	104588928	104589057	2xHAR.253	5.049
chr18	71216503	71216550	2xHAR.254	5.043
chr20	6631938	6632035	2xHAR.255	5.04
chr12	113999034	113999276	2xHAR.256	5.038
chr3	60368662	60368709	2xHAR.257	5.035
chr15	97192139	97192275	2xHAR.258	5.035
chr9	1414854	1414979	2xHAR.259	5.032
chr14	49525559	49525579	2xHAR.260	5.031
chr4	166605039	166605058	2xHAR.261	5.029
chr14	92789353	92789368	2xHAR.262	5.027
chr8	118919804	118919827	2xHAR.263	5.025
chr6	52892255	52892276	2xHAR.264	5.025
chr2	41311542	41311562	2xHAR.265	5.011
chr7	15297482	15297557	2xHAR.266	5.01
chr6	50502672	50502925	2xHAR.267	5.01
chrX	106684773	106684945	2xHAR.268	5.009
chr3	15563357	15563498	2xHAR.269	5.008
chr6	29555986	29556264	2xHAR.270	4.999
chr13	83962015	83962038	2xHAR.271	4.999
chr7	10764274	10764293	2xHAR.272	4.994
chr9	117803590	117803608	2xHAR.273	4.993
chr1	243639588	243639662	2xHAR.274	4.99
chr17	3417220	3417243	2xHAR.275	4.985
chrX	144613541	144613669	2xHAR.276	4.984
chr6	67181443	67181550	2xHAR.277	4.983
chr9	122920917	122920936	2xHAR.278	4.977
chr17	73753579	73753636	2xHAR.279	4.976
chr2	178845408	178845433	2xHAR.281	4.974
chr3	1008103	1008158	2xHAR.282	4.973
chr9	126448314	126448334	2xHAR.283	4.972
chr6	35027799	35027966	2xHAR.284	4.972
chr1	204233370	204233409	2xHAR.285	4.965
chr11	8337517	8337794	2xHAR.286	4.964
chr4	23875705	23875896	2xHAR.287	4.958
chr4	115867128	115867147	2xHAR.288	4.955
chr1	56789791	56789809	2xHAR.289	4.955
chr2	156619267	156619286	2xHAR.290	4.952
chr7	25560083	25560103	2xHAR.291	4.948
chr20	6542480	6542649	2xHAR.292	4.947
chr13	77063374	77063677	2xHAR.293	4.946
chr6	141379891	141379919	2xHAR.294	4.94
chr17	52538604	52538705	2xHAR.295	4.94
chr13	72529023	72529038	2xHAR.296	4.934
chr9	129126378	129126394	2xHAR.297	4.927
chr11	116240407	116240609	2xHAR.298	4.926
chr16	72201373	72201404	2xHAR.299	4.918
chr16	6923380	6923543	2xHAR.300	4.915
chr14	49973927	49973953	2xHAR.301	4.914
chr9	3650582	3650615	2xHAR.302	4.908
chr2	67448415	67448430	2xHAR.303	4.902
chr3	76253252	76253274	2xHAR.304	4.901
chr1	3089810	3089889	2xHAR.305	4.9
chr4	98119047	98119256	2xHAR.306	4.896
chr8	63734643	63734721	2xHAR.307	4.891
chr4	119161032	119161048	2xHAR.308	4.889
chr1	177332816	177333000	2xHAR.309	4.889
chr18	72613885	72614082	2xHAR.310	4.887
chr8	113638874	113638950	2xHAR.311	4.88
chr16	82826380	82826400	2xHAR.312	4.875
chr2	205129752	205129895	2xHAR.313	4.874
chr12	60669714	60669728	2xHAR.314	4.872
chrX	147783516	147783714	2xHAR.315	4.868
chr1	47041775	47041795	2xHAR.316	4.866
chr15	91009541	91009673	2xHAR.317	4.864
chr21	21700270	21700289	2xHAR.318	4.859
chr2	21742449	21742526	2xHAR.319	4.858
chr13	112264063	112264166	2xHAR.320	4.855
chr16	6920695	6920908	2xHAR.321	4.849
chr12	73486282	73486348	2xHAR.322	4.844
chr10	106881888	106881943	2xHAR.323	4.844
chr3	162455787	162455817	2xHAR.324	4.843
chr18	38435668	38435814	2xHAR.325	4.843
chr11	32499033	32499063	2xHAR.326	4.839
chr3	70669215	70669494	2xHAR.327	4.833
chr15	96283861	96284044	2xHAR.328	4.833
chr10	16500371	16500611	2xHAR.329	4.832
chr5	169347276	169347295	2xHAR.330	4.83
chr8	37073056	37073082	2xHAR.331	4.82
chr10	126812857	126812879	2xHAR.332	4.812
chr4	129474784	129474884	2xHAR.333	4.81
chr2	31298474	31298518	2xHAR.334	4.808
chr3	16926551	16926622	2xHAR.335	4.807
chr18	8333223	8333248	2xHAR.336	4.807
chr20	51094091	51094401	2xHAR.337	4.803
chr2	58591103	58591283	2xHAR.338	4.803
chr18	36685358	36685380	2xHAR.339	4.803
chr10	133355893	133355955	2xHAR.340	4.799
chr15	96952818	96952926	2xHAR.341	4.797
chr2	162105310	162105325	2xHAR.342	4.796
chr9	101759356	101759370	2xHAR.343	4.792
chr13	101126149	101126230	2xHAR.344	4.789
chr14	40148030	40148056	2xHAR.345	4.787
chr11	8383753	8384126	2xHAR.346	4.787
chrX	111911294	111911321	2xHAR.347	4.784
chr2	190306204	190306231	2xHAR.348	4.783
chr3	25495615	25495642	2xHAR.349	4.782
chr6	101966251	101966269	2xHAR.350	4.78
chr14	49346195	49346217	2xHAR.351	4.775
chr21	21946761	21946784	2xHAR.352	4.773
chr8	82641250	82641581	2xHAR.353	4.771
chr12	111016260	111016312	2xHAR.354	4.771
chr1	25887868	25887885	2xHAR.355	4.771
chr2	145272257	145272274	2xHAR.356	4.765
chr3	69628637	69628660	2xHAR.357	4.763
chr22	36985968	36985989	2xHAR.358	4.762
chr9	8182439	8182517	2xHAR.359	4.758
chr10	98273748	98273843	2xHAR.360	4.758
chr4	182253274	182253499	2xHAR.361	4.757
chr9	119122402	119122449	2xHAR.362	4.755
chr4	24305051	24305401	2xHAR.363	4.753
chr16	68690687	68690723	2xHAR.364	4.752
chr15	37200422	37200486	2xHAR.365	4.748
chr8	116420458	116420477	2xHAR.366	4.744
chr4	11870977	11871084	2xHAR.367	4.741
chr15	53125080	53125096	2xHAR.368	4.74
chr16	56823706	56823728	2xHAR.369	4.738
chr3	25651053	25651095	2xHAR.370	4.734
chr16	54162472	54162609	2xHAR.371	4.734
chr7	19618306	19618526	2xHAR.372	4.731
chr3	23150284	23150350	2xHAR.373	4.73
chr18	47092952	47092981	2xHAR.374	4.73
chr15	60636519	60636836	2xHAR.375	4.729
chr3	60355875	60355949	2xHAR.376	4.728
chr5	168313366	168313436	2xHAR.377	4.727
chr6	133758017	133758039	2xHAR.378	4.725
chr6	144281931	144281960	2xHAR.379	4.724
chr14	95660639	95660706	2xHAR.380	4.722
chr2	145157992	145158325	2xHAR.381	4.721
chr2	192783219	192783254	2xHAR.382	4.718
chr16	78359145	78359604	2xHAR.383	4.709
chr11	128346856	128346943	2xHAR.384	4.709
chr7	25357665	25358042	2xHAR.385	4.706
chr12	72477182	72477385	2xHAR.386	4.706
chr5	178551757	178551900	2xHAR.387	4.701
chr10	8091639	8091666	2xHAR.388	4.699
chr3	64525479	64525517	2xHAR.389	4.697
chr2	157241478	157241500	2xHAR.390	4.697
chr2	44944754	44944914	2xHAR.391	4.696
chr18	7442580	7442650	2xHAR.392	4.696
chr15	90944320	90944344	2xHAR.393	4.696
chr14	83717404	83717486	2xHAR.394	4.695
chr7	146117420	146117443	2xHAR.395	4.694
chr8	90629428	90629460	2xHAR.396	4.69
chr15	36726809	36726979	2xHAR.397	4.685
chr8	116717372	116717570	2xHAR.398	4.684
chr12	58526229	58526320	2xHAR.399	4.681
chr10	131129432	131129500	2xHAR.400	4.679
chr17	5667595	5667621	2xHAR.401	4.675
chr4	20340149	20340175	2xHAR.402	4.674
chr16	73865124	73865162	2xHAR.403	4.673
chr2	155212331	155212354	2xHAR.404	4.672
chr6	110686165	110686186	2xHAR.405	4.669
chr7	90044928	90044955	2xHAR.406	4.668
chr3	138694246	138694297	2xHAR.407	4.66
chr1	208608185	208608248	2xHAR.408	4.66
chr2	237776689	237776707	2xHAR.409	4.659
chr9	25934891	25934981	2xHAR.410	4.656
chr2	49465128	49465595	2xHAR.411	4.655
chr2	176990517	176990644	2xHAR.412	4.654
chr20	51620259	51620395	2xHAR.413	4.653
chr3	69280996	69281018	2xHAR.414	4.652
chr11	128553832	128553912	2xHAR.415	4.651
chr3	75178256	75178399	2xHAR.416	4.65
chr2	16196096	16196135	2xHAR.417	4.65
chr8	82882532	82882618	2xHAR.418	4.649
chr10	125273687	125273865	2xHAR.419	4.649
chr4	23040772	23040860	2xHAR.420	4.648
chr3	60291483	60291521	2xHAR.421	4.648
chr7	27674577	27674610	2xHAR.422	4.646
chr1	23761019	23761114	2xHAR.423	4.646
chr14	37504014	37504335	2xHAR.424	4.645
chr13	67620249	67620276	2xHAR.425	4.642
chr8	37018250	37018344	2xHAR.426	4.641
chr2	60516614	60516875	2xHAR.427	4.635
chr14	36661739	36661776	2xHAR.428	4.631
chr7	116926591	116926735	2xHAR.429	4.63
chr21	16093056	16093272	2xHAR.430	4.629
chr4	62685967	62686024	2xHAR.431	4.625
chr18	62021415	62021450	2xHAR.432	4.622
chr4	63713340	63713361	2xHAR.433	4.62
chr3	71441922	71442045	2xHAR.434	4.619
chr2	204946974	204947139	2xHAR.435	4.618
chr18	37702335	37702633	2xHAR.436	4.616
chr16	7445671	7445837	2xHAR.437	4.616
chrX	123591375	123591434	2xHAR.438	4.611
chr4	181588057	181588098	2xHAR.439	4.61
chr16	78838593	78838703	2xHAR.440	4.61
chr11	31830764	31830791	2xHAR.441	4.608
chr7	4823836	4823953	2xHAR.442	4.603
chr3	174032102	174032220	2xHAR.443	4.6
chr7	124667185	124667211	2xHAR.444	4.598
chr20	30753252	30753274	2xHAR.445	4.594
chr11	131522845	131522870	2xHAR.446	4.593
chr12	16171036	16171679	2xHAR.447	4.589
chr8	103971082	103971135	2xHAR.448	4.586
chr7	154810198	154810225	2xHAR.449	4.586
chr17	11462045	11462136	2xHAR.450	4.585
chr2	60175450	60175520	2xHAR.451	4.573
chr4	101068916	101068949	2xHAR.452	4.571
chr5	27124509	27124543	2xHAR.453	4.567
chr2	36137582	36137740	2xHAR.454	4.564
chr20	21127643	21127675	2xHAR.455	4.562
chr11	32037228	32037333	2xHAR.456	4.562
chr1	88952801	88952922	2xHAR.457	4.562
chr20	11858335	11858499	2xHAR.458	4.56
chr2	205235322	205235344	2xHAR.459	4.559
chr4	182669820	182669999	2xHAR.460	4.557
chr18	35756076	35756178	2xHAR.461	4.556
chr15	96728390	96728560	2xHAR.462	4.552
chr9	14292865	14292966	2xHAR.463	4.551
chr4	58363766	58364184	2xHAR.464	4.551
chr3	79490980	79491051	2xHAR.465	4.551
chr11	42377295	42377522	2xHAR.466	4.55
chr3	29250977	29251021	2xHAR.467	4.549
chr3	6062063	6062081	2xHAR.468	4.545
chr16	9516640	9516713	2xHAR.469	4.545
chr4	30653227	30653371	2xHAR.470	4.543
chr10	11077843	11077879	2xHAR.471	4.541
chr15	91865115	91865151	2xHAR.472	4.533
chr8	35474900	35474924	2xHAR.473	4.532
chr13	94888297	94888329	2xHAR.474	4.529
chr18	25610014	25610036	2xHAR.475	4.527
chr13	60159505	60159592	2xHAR.476	4.527
chr15	95171523	95171621	2xHAR.477	4.525
chr12	108357501	108357634	2xHAR.478	4.525
chr6	9453909	9453964	2xHAR.479	4.523
chr12	102613510	102613618	2xHAR.480	4.521
chr8	64984935	64984969	2xHAR.481	4.514
chr12	90301718	90301752	2xHAR.482	4.513
chr15	56152598	56152612	2xHAR.483	4.512
chr6	2073266	2073346	2xHAR.484	4.511
chr7	127434319	127434342	2xHAR.485	4.509
chr5	177904119	177904152	2xHAR.486	4.507
chr3	187290147	187290187	2xHAR.487	4.507
chr20	12175570	12175665	2xHAR.488	4.506
chr12	16350690	16350764	2xHAR.489	4.506
chr12	110552141	110552162	2xHAR.490	4.501
chr12	92757453	92757484	2xHAR.491	4.497
chr1	44739747	44740177	2xHAR.492	4.495
chr3	61205985	61206018	2xHAR.494	4.493
chr1	76605840	76605861	2xHAR.495	4.492
chr8	35040807	35040868	2xHAR.496	4.484
chr3	79896716	79896729	2xHAR.497	4.48
chr5	23583987	23584014	2xHAR.498	4.479
chr3	157637744	157637776	2xHAR.499	4.479
chr22	32811932	32811991	2xHAR.500	4.479
chr7	22506660	22506718	2xHAR.501	4.478
chr7	114129124	114129152	2xHAR.502	4.477
chr3	26975738	26975764	2xHAR.503	4.477
chr11	131462808	131462909	2xHAR.504	4.476
chr16	7359838	7359900	2xHAR.505	4.473
chr11	35644797	35644876	2xHAR.506	4.471
chr7	28391086	28391134	2xHAR.507	4.467
chr3	194182863	194182954	2xHAR.508	4.467
chr9	16064726	16065277	2xHAR.509	4.464
chr5	171094682	171094743	2xHAR.510	4.464
chr10	103726664	103726764	2xHAR.511	4.464
chr18	29829891	29829988	2xHAR.512	4.463
chr12	60916495	60916727	2xHAR.513	4.463
chr11	31686548	31686591	2xHAR.514	4.462
chr2	23216030	23216055	2xHAR.515	4.46
chr3	55292659	55292771	2xHAR.516	4.459
chr17	5264488	5264711	2xHAR.517	4.458
chr14	80280350	80280382	2xHAR.518	4.458
chr4	167095726	167095749	2xHAR.519	4.457
chr3	161591806	161591986	2xHAR.520	4.455
chr1	2836802	2836824	2xHAR.521	4.455
chr14	104559843	104559942	2xHAR.522	4.451
chr3	3653723	3653795	2xHAR.523	4.45
chr16	73538973	73539095	2xHAR.524	4.448
chr4	172031952	172032077	2xHAR.525	4.444
chr2	215453182	215453284	2xHAR.526	4.439
chr4	59154509	59154897	2xHAR.527	4.437
chr6	64877018	64877053	2xHAR.528	4.436
chr16	72667704	72668001	2xHAR.529	4.435
chr10	107100448	107100493	2xHAR.530	4.435
chr3	193419918	193419990	2xHAR.531	4.434
chr10	130844219	130844330	2xHAR.532	4.431
chr2	190767096	190767134	2xHAR.533	4.428
chr9	28859287	28859349	2xHAR.534	4.427
chr9	16286112	16286149	2xHAR.535	4.425
chr3	67948176	67948679	2xHAR.536	4.424
chr16	5508079	5508167	2xHAR.537	4.423
chr6	82608179	82608199	2xHAR.538	4.417
chr2	160006471	160006503	2xHAR.539	4.414
chr6	91497432	91497709	2xHAR.540	4.413
chr6	97836471	97836509	2xHAR.541	4.41
chr2	21873202	21873467	2xHAR.542	4.407
chr14	26465032	26465074	2xHAR.543	4.406
chr18	10299596	10299624	2xHAR.544	4.405
chr17	65423810	65423901	2xHAR.545	4.404
chr16	83360774	83360816	2xHAR.546	4.404
chr8	77597057	77597792	2xHAR.547	4.401
chr3	70655293	70655512	2xHAR.548	4.401
chr8	113750078	113750112	2xHAR.549	4.4
chr13	48224532	48224555	2xHAR.550	4.4
chr16	8408003	8408025	2xHAR.551	4.399
chr18	37151672	37151694	2xHAR.552	4.398
chr5	9541257	9541304	2xHAR.553	4.393
chr9	9641110	9641282	2xHAR.554	4.388
chr3	67788188	67788234	2xHAR.556	4.385
chr12	974260	974329	2xHAR.557	4.383
chr1	83230989	83231018	2xHAR.558	4.381
chr16	52631953	52631981	2xHAR.559	4.379
chr6	1287841	1287867	2xHAR.560	4.378
chr6	91797768	91797836	2xHAR.561	4.376
chr18	25201630	25201816	2xHAR.562	4.376
chr18	39364095	39364137	2xHAR.563	4.372
